location,contact_no,price_euro,property_type,area_sqm
GOZO,99455029,95000,PENTHOUSE,
GOZO,99455029,,HOUSE,200
GOZO,99455029,,MAISONETTE,
GOZO,99455029,,PLOT,
GOZO,99455029,,PLOT,500
GOZO,99455929,65000,APARTMENT,
GOZO,99456842,298000,HOUSE,
GOZO,99459394,110000,APARTMENT,
GOZO,99459394,115000,APARTMENT,200
GOZO,99459394,115000,HOUSE,
GOZO,99459394,115000,PLOT,
GOZO,99459394,125000,PENTHOUSE,
GOZO,99459394,128000,PENTHOUSE,130
GOZO,99459394,130000,APARTMENT,
GOZO,99459394,130000,PENTHOUSE,
GOZO,99459394,135000,PLOT,
GOZO,99459394,145000,APARTMENT,
GOZO,99459394,145000,HOUSE,200
GOZO,99459394,145000,PLOT,
GOZO,99459394,155000,HOUSE,
GOZO,99459394,155000,HOUSE,212
GOZO,99459394,158000,PLOT,
GOZO,99459394,160000,TOWNHOUSE,
GOZO,99459394,168000,APARTMENT,200
GOZO,99459394,170000,PENTHOUSE,380
GOZO,99459394,190000,HOUSE,
GOZO,99459394,191000,APARTMENT,175
GOZO,99459394,210000,TOWNHOUSE,
GOZO,99459394,215000,HOUSE,200
GOZO,99459394,225000,HOUSE,200
GOZO,99459394,230000,HOUSE,
GOZO,99459394,260000,HOUSE,
GOZO,99459394,265000,HOUSE,380
GOZO,99459394,55000,APARTMENT,
GOZO,99459394,55000,APARTMENT,95
GOZO,99459394,60000,APARTMENT,
GOZO,99459394,79000,APARTMENT,
GOZO,99459394,85000,APARTMENT,
GOZO,99459394,89000,APARTMENT,
GOZO,99459394,89000,APARTMENT,140
GOZO,99459394,89000,APARTMENT,145
GOZO,99459394,89000,APARTMENT,148
GOZO,99459394,89000,APARTMENT,153
GOZO,99459394,90000,APARTMENT,
GOZO,99459394,95000,APARTMENT,
GOZO,99459394,,APARTMENT,
GOZO,99459394,,APARTMENT,153
GOZO,99459394,,APARTMENT,184
GOZO,99459394,,APARTMENT,185
GOZO,99459394,,APARTMENT,190
GOZO,99459394,,APARTMENT,200
GOZO,99459394,,HOUSE,
GOZO,99459394,,HOUSE,200
GOZO,99459394,,HOUSE,240
GOZO,99459394,,MAISONETTE,
GOZO,99459394,,MAISONETTE,380
GOZO,99459394,,TOWNHOUSE,
GOZO,99459426,105000,MAISONETTE,
GOZO,99459426,112000,HOUSE,
GOZO,99459426,115000,APARTMENT,
GOZO,99459426,133000,PLOT,
GOZO,99459426,148000,HOUSE,
GOZO,99459426,155000,APARTMENT,375
GOZO,99459426,165000,HOUSE,
GOZO,99459426,175000,APARTMENT,
GOZO,99459426,180000,APARTMENT,
GOZO,99459426,185000,APARTMENT,
GOZO,99459426,185000,APARTMENT,550
GOZO,99459426,185000,FARMHOUSE,
GOZO,99459426,189000,APARTMENT,
GOZO,99459426,190000,APARTMENT,450
GOZO,99459426,195000,TOWNHOUSE,
GOZO,99459426,197000,APARTMENT,
GOZO,99459426,199000,PLOT,220
GOZO,99459426,205000,APARTMENT,
GOZO,99459426,205000,APARTMENT,550
GOZO,99459426,205000,MAISONETTE,
GOZO,99459426,220000,APARTMENT,100
GOZO,99459426,235000,APARTMENT,
GOZO,99459426,235000,PENTHOUSE,
GOZO,99459426,240000,HOUSE,
GOZO,99459426,245000,FARMHOUSE,
GOZO,99459426,245000,PENTHOUSE,
GOZO,99459426,250000,HOUSE,
GOZO,99459426,270000,HOUSE,
GOZO,99459426,280000,FARMHOUSE,
GOZO,99459426,315000,HOUSE,
GOZO,99459426,330000,HOUSE,
GOZO,99459426,348000,MAISONETTE,
GOZO,99459426,349000,HOUSE,
GOZO,99459426,350000,APARTMENT,280
GOZO,99459426,350000,TOWNHOUSE,
GOZO,99459426,375000,TOWNHOUSE,
GOZO,99459426,395000,HOUSE,
GOZO,99459426,395000,HOUSE,1600
GOZO,99459426,53000,APARTMENT,
GOZO,99459426,76500,APARTMENT,
GOZO,99459426,77000,MAISONETTE,
GOZO,99459426,85000,APARTMENT,
GOZO,99459426,89000,APARTMENT,
GOZO,99459426,92000,APARTMENT,
GOZO,99459426,92000,MAISONETTE,
GOZO,99459426,,APARTMENT,
GOZO,99460774,93000,APARTMENT,
GOZO,99463948,,APARTMENT,
GOZO,99467010,,FLAT,
GOZO,99470222,195000,APARTMENT,
GOZO,99471460,86000,APARTMENT,
GOZO,99471460,88000,APARTMENT,
GOZO,99471460,90000,APARTMENT,
GOZO,99471528,130000,APARTMENT,
GOZO,99476595,,FLAT,
GOZO,99476959,105000,APARTMENT,
GOZO,99476959,110000,APARTMENT,
GOZO,99476959,115000,APARTMENT,
GOZO,99476959,115500,APARTMENT,
GOZO,99476959,120000,APARTMENT,
GOZO,99476959,120000,MAISONETTE,
GOZO,99476959,135000,PENTHOUSE,
GOZO,99476959,138000,APARTMENT,
GOZO,99476959,140000,APARTMENT,
GOZO,99476959,140000,PENTHOUSE,
GOZO,99476959,145000,APARTMENT,
GOZO,99476959,150000,MAISONETTE,
GOZO,99476959,160000,APARTMENT,
GOZO,99476959,174000,TOWNHOUSE,
GOZO,99476959,175000,APARTMENT,
GOZO,99476959,180000,TOWNHOUSE,
GOZO,99476959,185000,APARTMENT,
GOZO,99476959,185000,HOUSE,
GOZO,99476959,210000,HOUSE,
GOZO,99476959,215000,HOUSE,
GOZO,99476959,220000,PENTHOUSE,
GOZO,99476959,250000,APARTMENT,
GOZO,99476959,270000,TOWNHOUSE,
GOZO,99476959,2e+05,TOWNHOUSE,
GOZO,99476959,380000,APARTMENT,
GOZO,99476959,380000,HOUSE,
GOZO,99476959,385000,PENTHOUSE,
GOZO,99476959,3e+05,HOUSE,
GOZO,99476959,450000,HOUSE,220
GOZO,99476959,475000,HOUSE,
GOZO,99476959,70000,APARTMENT,
GOZO,99476959,72000,PENTHOUSE,
GOZO,99476959,75000,APARTMENT,
GOZO,99476959,80000,HOUSE,
GOZO,99476959,85000,APARTMENT,
GOZO,99476959,85000,HOUSE,
GOZO,99476959,90000,HOUSE,
GOZO,99476959,92000,APARTMENT,
GOZO,99479798,168000,APARTMENT,
GOZO,99486336,90000,FLAT,
GOZO,99489713,115000,APARTMENT,
GOZO,99489713,115000,PLOT,
GOZO,99489713,118000,PLOT,
GOZO,99489713,122000,PLOT,
GOZO,99489713,140000,MAISONETTE,
GOZO,99489713,149000,HOUSE,
GOZO,99489713,150000,APARTMENT,
GOZO,99489713,150000,HOUSE,
GOZO,99489713,150000,PLOT,
GOZO,99489713,165000,APARTMENT,
GOZO,99489713,210000,HOUSE,
GOZO,99489713,218000,APARTMENT,12288
GOZO,99489713,218000,APARTMENT,13200
GOZO,99489713,240000,APARTMENT,13200
GOZO,99489713,270000,FARMHOUSE,
GOZO,99489713,84000,APARTMENT,
GOZO,99489713,,APARTMENT,
GOZO,99489713,,PLOT,
GOZO,99489713,,RESTAURANT,
GOZO,99491115,105000,HOUSE,140
GOZO,99491115,110000,APARTMENT,
GOZO,99491115,115000,PENTHOUSE,
GOZO,99491115,130000,FLAT,
GOZO,99491115,138000,TOWNHOUSE,
GOZO,99491115,139500,PENTHOUSE,
GOZO,99491115,140000,APARTMENT,
GOZO,99491115,143000,APARTMENT,
GOZO,99491115,145000,PENTHOUSE,
GOZO,99491115,150000,APARTMENT,
GOZO,99491115,159000,APARTMENT,
GOZO,99491115,165000,APARTMENT,
GOZO,99491115,168000,HOUSE,
GOZO,99491115,178000,APARTMENT,
GOZO,99491115,180000,APARTMENT,
GOZO,99491115,180000,HOUSE,200
GOZO,99491115,183000,PENTHOUSE,
GOZO,99491115,185000,APARTMENT,
GOZO,99491115,197000,APARTMENT,65
GOZO,99491115,250000,HOUSE,
GOZO,99491115,350000,HOUSE,
GOZO,99491115,365000,HOUSE,
GOZO,99491115,375000,HOUSE,
GOZO,99491115,53000,APARTMENT,
GOZO,99491115,65000,APARTMENT,
GOZO,99491115,69000,APARTMENT,
GOZO,99491115,78000,APARTMENT,
GOZO,99491115,80000,MAISONETTE,
GOZO,99491115,85000,APARTMENT,
GOZO,99492407,74500,APARTMENT,
GOZO,99492695,110000,APARTMENT,
GOZO,99492695,115000,APARTMENT,
GOZO,99492695,135000,APARTMENT,
GOZO,99492695,145000,MAISONETTE,
GOZO,99492695,150000,APARTMENT,
GOZO,99492695,160000,HOUSE,
GOZO,99492695,165000,APARTMENT,
GOZO,99492695,170000,APARTMENT,
GOZO,99492695,185000,APARTMENT,
GOZO,99492695,186400,HOUSE,
GOZO,99492695,192000,HOUSE,
GOZO,99492695,198000,HOUSE,
GOZO,99492695,198000,MAISONETTE,
GOZO,99492695,225000,APARTMENT,
GOZO,99492695,225000,HOUSE,
GOZO,99492695,235000,APARTMENT,
GOZO,99492695,235000,PENTHOUSE,
GOZO,99492695,250000,APARTMENT,
GOZO,99492695,250000,HOUSE,
GOZO,99492695,255000,HOUSE,
GOZO,99492695,255000,PENTHOUSE,
GOZO,99492695,275000,APARTMENT,
GOZO,99492695,275000,HOUSE,
GOZO,99492695,290000,HOUSE,
GOZO,99492695,313000,HOUSE,
GOZO,99492695,330000,FARMHOUSE,
GOZO,99492695,335000,HOUSE,
GOZO,99492695,340000,APARTMENT,
GOZO,99492695,345000,HOUSE,
GOZO,99492695,350000,HOUSE,
GOZO,99492695,390000,HOUSE,
GOZO,99492695,395000,VILLA,
GOZO,99492695,425000,FARMHOUSE,
GOZO,99492695,440000,FARMHOUSE,
GOZO,99492695,665000,HOUSE,
GOZO,99492695,85000,APARTMENT,
GOZO,99492695,90000,FARMHOUSE,
GOZO,99492695,95000,APARTMENT,
GOZO,99495479,,APARTMENT,
GOZO,99495479,,APARTMENT,719
GOZO,99496179,375000,HOUSE,
GOZO,99496179,4e+05,HOUSE,
GOZO,99496807,140000,APARTMENT,
GOZO,99497034,185000,PENTHOUSE,
GOZO,99497034,80000,APARTMENT,
GOZO,99497034,,APARTMENT,
GOZO,99497322,115000,APARTMENT,
GOZO,99497322,80000,APARTMENT,
GOZO,99497322,95000,APARTMENT,
GOZO,99497882,73000,APARTMENT,
GOZO,99497882,75000,APARTMENT,
GOZO,99509048,450000,FARMHOUSE,
GOZO,99524373,245000,PLOT,680
GOZO,99525997,,APARTMENT,
GOZO,99797362,1495000,FARMHOUSE,2800
GOZO,99802504,105000,PENTHOUSE,
GOZO,99802504,1e+05,HOUSE,
GOZO,99802504,95000,PENTHOUSE,
GOZO,99803431,,PLOT,
GOZO,99805632,103000,PENTHOUSE,
GOZO,99805632,65000,APARTMENT,
GOZO,99805633,1e+05,PENTHOUSE,133
GOZO,99805633,317000,PLOT,257
GOZO,99805633,65000,APARTMENT,
GOZO,99805633,75000,APARTMENT,
GOZO,99805633,94000,APARTMENT,
GOZO,99805633,,APARTMENT,
GOZO,99805633,,PLOT,760
GOZO,99822677,,HOUSE,211
GOZO,99825901,112000,FLAT,
GOZO,99829745,102000,APARTMENT,
GOZO,99829745,105000,APARTMENT,
GOZO,99829745,105000,MAISONETTE,
GOZO,99829745,110000,APARTMENT,
GOZO,99829745,110000,MAISONETTE,
GOZO,99829745,115000,MAISONETTE,
GOZO,99829745,115000,PENTHOUSE,
GOZO,99829745,121000,HOUSE,
GOZO,99829745,122500,PENTHOUSE,
GOZO,99829745,125000,APARTMENT,
GOZO,99829745,125000,APARTMENT,153
GOZO,99829745,125000,FARMHOUSE,
GOZO,99829745,125000,MAISONETTE,150
GOZO,99829745,130000,APARTMENT,
GOZO,99829745,130000,PENTHOUSE,
GOZO,99829745,135000,HOUSE,
GOZO,99829745,135000,HOUSE,195
GOZO,99829745,140000,PENTHOUSE,
GOZO,99829745,145000,APARTMENT,200
GOZO,99829745,145000,PENTHOUSE,
GOZO,99829745,146000,PLOT,
GOZO,99829745,149000,APARTMENT,200
GOZO,99829745,149000,APARTMENT,208
GOZO,99829745,150000,FARMHOUSE,
GOZO,99829745,150000,HOUSE,
GOZO,99829745,150000,PLOT,
GOZO,99829745,151400,TOWNHOUSE,
GOZO,99829745,152000,TOWNHOUSE,
GOZO,99829745,155000,APARTMENT,200
GOZO,99829745,155000,FARMHOUSE,
GOZO,99829745,158000,HOUSE,
GOZO,99829745,158000,TOWNHOUSE,198
GOZO,99829745,160000,APARTMENT,
GOZO,99829745,160000,TOWNHOUSE,
GOZO,99829745,165000,PLOT,210
GOZO,99829745,167000,FARMHOUSE,
GOZO,99829745,174000,APARTMENT,
GOZO,99829745,175000,PLOT,208
GOZO,99829745,179500,FARMHOUSE,235
GOZO,99829745,180000,APARTMENT,
GOZO,99829745,180000,APARTMENT,122
GOZO,99829745,180000,HOUSE,
GOZO,99829745,180000,PLOT,141
GOZO,99829745,185000,FARMHOUSE,297
GOZO,99829745,189000,TOWNHOUSE,
GOZO,99829745,190000,PENTHOUSE,
GOZO,99829745,195000,HOUSE,
GOZO,99829745,195000,TOWNHOUSE,
GOZO,99829745,198000,TOWNHOUSE,
GOZO,99829745,1e+05,APARTMENT,
GOZO,99829745,1e+05,MAISONETTE,
GOZO,99829745,210000,APARTMENT,
GOZO,99829745,210000,FARMHOUSE,
GOZO,99829745,210000,HOTEL,
GOZO,99829745,215000,FARMHOUSE,
GOZO,99829745,220000,FARMHOUSE,337
GOZO,99829745,220000,PENTHOUSE,
GOZO,99829745,225000,HOUSE,
GOZO,99829745,233000,APARTMENT,
GOZO,99829745,239000,HOUSE,
GOZO,99829745,239000,HOUSE,140
GOZO,99829745,245000,FARMHOUSE,340
GOZO,99829745,245000,HOUSE,
GOZO,99829745,250000,HOUSE,
GOZO,99829745,257000,PENTHOUSE,250
GOZO,99829745,260000,HOUSE,
GOZO,99829745,265000,HOUSE,
GOZO,99829745,275000,VILLA,500
GOZO,99829745,280000,HOUSE,
GOZO,99829745,285000,APARTMENT,
GOZO,99829745,295000,TOWNHOUSE,600
GOZO,99829745,2e+05,APARTMENT,170
GOZO,99829745,2e+05,HOUSE,
GOZO,99829745,313000,HOUSE,
GOZO,99829745,315000,HOUSE,
GOZO,99829745,320000,HOUSE,800
GOZO,99829745,320000,HOUSE,890
GOZO,99829745,330000,PENTHOUSE,141
GOZO,99829745,350000,HOUSE,
GOZO,99829745,370000,HOUSE,
GOZO,99829745,375000,FARMHOUSE,
GOZO,99829745,375000,HOUSE,
GOZO,99829745,380000,FARMHOUSE,
GOZO,99829745,385000,HOUSE,
GOZO,99829745,385000,TOWNHOUSE,813
GOZO,99829745,390000,HOUSE,
GOZO,99829745,399000,HOUSE,
GOZO,99829745,420000,FARMHOUSE,
GOZO,99829745,420000,HOUSE,
GOZO,99829745,425000,HOUSE,
GOZO,99829745,430000,HOUSE,
GOZO,99829745,430000,VILLA,550
GOZO,99829745,445000,FARMHOUSE,224
GOZO,99829745,580000,HOUSE,
GOZO,99829745,59500,APARTMENT,
GOZO,99829745,60000,APARTMENT,
GOZO,99829745,62000,APARTMENT,
GOZO,99829745,63000,APARTMENT,
GOZO,99829745,63000,PENTHOUSE,
GOZO,99829745,63500,APARTMENT,
GOZO,99829745,68000,APARTMENT,
GOZO,99829745,69000,APARTMENT,
GOZO,99829745,70000,PENTHOUSE,
GOZO,99829745,75000,APARTMENT,
GOZO,99829745,80000,APARTMENT,
GOZO,99829745,82000,APARTMENT,
GOZO,99829745,85000,APARTMENT,
GOZO,99829745,87000,APARTMENT,
GOZO,99829745,89000,APARTMENT,
GOZO,99829745,93000,APARTMENT,
GOZO,99829745,93000,APARTMENT,120
GOZO,99829745,93000,APARTMENT,155
GOZO,99829745,93000,MAISONETTE,
GOZO,99829745,93400,APARTMENT,155
GOZO,99829745,95400,APARTMENT,155
GOZO,99829745,98000,PENTHOUSE,
GOZO,99829745,,APARTMENT,
GOZO,99829745,,APARTMENT,155
GOZO,99829745,,APARTMENT,93
GOZO,99829745,,APARTMENT,95
GOZO,99829745,,FARMHOUSE,
GOZO,99829745,,FARMHOUSE,792
GOZO,99829745,,FARMHOUSE,950
GOZO,99829745,,HOUSE,
GOZO,99829745,,HOUSE,600
GOZO,99829745,,PENTHOUSE,141
GOZO,99829745,,PLOT,
GOZO,99829745,,SITE,
GOZO,99829745,,TOWNHOUSE,
GOZO,99829745,,VILLA,
GOZO,99847320,,PLOT,
GOZO,99859691,67000,APARTMENT,
GOZO,99859691,67000,FLAT,
GOZO,99860135,,FARMHOUSE,
GOZO,99862299,102500,APARTMENT,
GOZO,99862299,106000,PENTHOUSE,
GOZO,99862299,78000,APARTMENT,
GOZO,99862299,82700,APARTMENT,
GOZO,99869746,9320,LAND,17600
GOZO,99871179,,HOUSE,
GOZO,99884578,90000,FLAT,
GOZO,99884958,,APARTMENT,
GOZO,99884958,,HOUSE,
GOZO,99887720,235000,HOUSE,
GOZO,99887720,250000,HOUSE,
GOZO,99887720,350000,APARTMENT,
GOZO,99887720,350000,FLAT,
GOZO,99887720,,BAR,
GOZO,99893641,233000,HOUSE,290
GOZO,99938281,16500,LAND,
GOZO,99938281,32500,LAND,
GOZO,99961008,115000,APARTMENT,
GOZO,99961008,135000,APARTMENT,
GOZO,99961008,147000,APARTMENT,
GOZO,99961008,156000,MAISONETTE,
GOZO,99961008,172000,MAISONETTE,
GOZO,99961008,178000,APARTMENT,
GOZO,99961008,183000,PENTHOUSE,
GOZO,99961008,185000,APARTMENT,
GOZO,99961008,233000,TOWNHOUSE,
GOZO,99961008,340000,VILLA,
GOZO,99961008,358000,HOUSE,
GOZO,99961008,72000,APARTMENT,
GOZO,99961008,79000,BAR,150
GOZO,99961008,79000,MAISONETTE,
GOZO,99961008,79000,MAISONETTE,150
GOZO,99961008,86000,APARTMENT,
GOZO,99961008,95000,PENTHOUSE,
GOZO,99972627,115000,APARTMENT,
GOZO,99972627,138000,APARTMENT,
GOZO,99972627,326000,HOUSE,
GOZO,99972627,63000,APARTMENT,
GOZO,99972627,,APARTMENT,
GOZO,99972627,,HOUSE,
GOZO,99992836,,FARMHOUSE,517
GOZO,,,APARTMENT,
GOZO,,,HOUSE,
GOZO,,,SITE,
GUARDAMANGIA,21224949,160000,APARTMENT,
GUARDAMANGIA,22770000,265000,TOWNHOUSE,
GUARDAMANGIA,77772982,145000,APARTMENT,
GUARDAMANGIA,77772982,1e+05,PENTHOUSE,
GUARDAMANGIA,77772982,206500,APARTMENT,220
GUARDAMANGIA,79028283,264000,HOUSE,
GUARDAMANGIA,79028283,264000,TOWNHOUSE,
GUARDAMANGIA,79207570,265000,TOWNHOUSE,
GUARDAMANGIA,79220904,110000,MAISONETTE,
GUARDAMANGIA,79220904,117000,PENTHOUSE,
GUARDAMANGIA,79220904,125000,MAISONETTE,
GUARDAMANGIA,79220904,,MAISONETTE,
GUARDAMANGIA,79232369,145000,APARTMENT,
GUARDAMANGIA,79232369,150000,APARTMENT,
GUARDAMANGIA,79310238,180000,MAISONETTE,
GUARDAMANGIA,79421340,115000,APARTMENT,
GUARDAMANGIA,79421340,240000,TOWNHOUSE,
GUARDAMANGIA,79440132,123000,FLAT,
GUARDAMANGIA,79440132,125000,APARTMENT,
GUARDAMANGIA,79440132,125000,FLAT,
GUARDAMANGIA,79445991,138000,MAISONETTE,
GUARDAMANGIA,79493537,91000,APARTMENT,
GUARDAMANGIA,79573167,160000,APARTMENT,
GUARDAMANGIA,79592925,210000,APARTMENT,
GUARDAMANGIA,79592925,250000,APARTMENT,
GUARDAMANGIA,79592925,250000,FLAT,
GUARDAMANGIA,79592925,260000,FLAT,
GUARDAMANGIA,79592925,280000,APARTMENT,
GUARDAMANGIA,79592925,340000,APARTMENT,
GUARDAMANGIA,79618741,137000,APARTMENT,
GUARDAMANGIA,79708080,115000,APARTMENT,
GUARDAMANGIA,79708080,,APARTMENT,
GUARDAMANGIA,79747725,144000,APARTMENT,
GUARDAMANGIA,79747725,170000,APARTMENT,
GUARDAMANGIA,79788888,272000,HOUSE,
GUARDAMANGIA,79867766,264750,APARTMENT,
GUARDAMANGIA,79884888,350000,TOWNHOUSE,
GUARDAMANGIA,99049596,139000,APARTMENT,
GUARDAMANGIA,99054890,140000,APARTMENT,175
GUARDAMANGIA,99054890,154000,APARTMENT,175
GUARDAMANGIA,99056212,141000,MAISONETTE,
GUARDAMANGIA,99071163,160000,APARTMENT,
GUARDAMANGIA,99100989,130000,APARTMENT,
GUARDAMANGIA,99100989,138000,APARTMENT,
GUARDAMANGIA,99100989,165000,APARTMENT,120
GUARDAMANGIA,99116746,148000,MAISONETTE,
GUARDAMANGIA,99170000,101000,APARTMENT,
GUARDAMANGIA,99233055,297000,HOUSE,
GUARDAMANGIA,99395686,120000,APARTMENT,
GUARDAMANGIA,99395686,210000,APARTMENT,
GUARDAMANGIA,99404422,137000,APARTMENT,
GUARDAMANGIA,99404422,138500,APARTMENT,
GUARDAMANGIA,99404422,340000,APARTMENT,
GUARDAMANGIA,99404422,,APARTMENT,
GUARDAMANGIA,99422782,127000,APARTMENT,
GUARDAMANGIA,99422782,140000,APARTMENT,
GUARDAMANGIA,99422782,165000,APARTMENT,
GUARDAMANGIA,99422782,180000,MAISONETTE,140
GUARDAMANGIA,99423034,144000,APARTMENT,
GUARDAMANGIA,99426479,186000,APARTMENT,400
GUARDAMANGIA,99444858,145000,APARTMENT,
GUARDAMANGIA,99444858,170000,PENTHOUSE,90
GUARDAMANGIA,99447433,2e+05,HOUSE,
GUARDAMANGIA,99447433,,TOWNHOUSE,
GUARDAMANGIA,99451505,115000,APARTMENT,
GUARDAMANGIA,99451505,125000,APARTMENT,
GUARDAMANGIA,99451505,127500,APARTMENT,
GUARDAMANGIA,99451505,128000,APARTMENT,
GUARDAMANGIA,99451505,,APARTMENT,
GUARDAMANGIA,99457133,210000,PLOT,
GUARDAMANGIA,99467024,160000,APARTMENT,
GUARDAMANGIA,99467024,26000,APARTMENT,
GUARDAMANGIA,99467024,27000,APARTMENT,
GUARDAMANGIA,99467024,,SHOP,
GUARDAMANGIA,99471413,338000,HOUSE,
GUARDAMANGIA,99474029,115000,PENTHOUSE,
GUARDAMANGIA,99487001,160000,APARTMENT,
GUARDAMANGIA,99492577,240000,HOUSE,
GUARDAMANGIA,99498243,350000,TOWNHOUSE,
GUARDAMANGIA,99509048,125000,APARTMENT,
GUARDAMANGIA,99509048,127000,APARTMENT,
GUARDAMANGIA,99588586,285000,HOUSE,
GUARDAMANGIA,99668899,86000,APARTMENT,
GUARDAMANGIA,99749965,180000,APARTMENT,
GUARDAMANGIA,99801017,139000,APARTMENT,
GUARDAMANGIA,99801017,149000,APARTMENT,
GUARDAMANGIA,99829745,105000,APARTMENT,
GUARDAMANGIA,99832022,,APARTMENT,
GUARDAMANGIA,99919343,115000,FLAT,
GUARDAMANGIA,99919343,125000,FLAT,
GUARDAMANGIA,99919343,135000,APARTMENT,
GUARDAMANGIA,99919343,165000,APARTMENT,135
GUARDAMANGIA,99919343,,APARTMENT,
GUARDAMANGIA,99974400,145000,MAISONETTE,140
GUARDAMANGIA,99992836,115000,APARTMENT,
GUARDAMANGIA,99992836,115000,APARTMENT,165
GUARDAMANGIA,99993534,175000,APARTMENT,160
GUARDAMANGIA,99993534,210000,PENTHOUSE,
GUARDAMANGIA,99999982,115000,APARTMENT,
GUARDAMANGIA,99999982,155000,APARTMENT,
GUDJA,0,80000,HOUSE,
GUDJA,22770000,349900,HOUSE,
GUDJA,70042004,80000,HOUSE,
GUDJA,77018977,185500,TOWNHOUSE,
GUDJA,77018977,215000,HOUSE,
GUDJA,77071525,115000,APARTMENT,
GUDJA,77118866,153000,PENTHOUSE,
GUDJA,77485858,330000,HOUSE,
GUDJA,77490670,175000,HOUSE,
GUDJA,77806609,120000,APARTMENT,
GUDJA,79030819,138000,APARTMENT,
GUDJA,79030819,210000,TOWNHOUSE,
GUDJA,79030819,3e+05,FARMHOUSE,1280
GUDJA,79204161,345000,HOUSE,
GUDJA,79207570,215000,HOUSE,
GUDJA,79207570,325000,MAISONETTE,
GUDJA,79207570,379000,HOUSE,
GUDJA,79231275,165000,MAISONETTE,191
GUDJA,79231275,238000,HOUSE,
GUDJA,79231275,238500,HOUSE,
GUDJA,79231275,265000,HOUSE,
GUDJA,79231275,305000,FARMHOUSE,1380000
GUDJA,79262048,104000,APARTMENT,
GUDJA,79262048,105000,APARTMENT,
GUDJA,79262048,35000,APARTMENT,
GUDJA,79262048,55000,APARTMENT,
GUDJA,79262048,70000,APARTMENT,
GUDJA,79262048,76000,APARTMENT,
GUDJA,79262048,88000,APARTMENT,
GUDJA,79262048,90000,APARTMENT,
GUDJA,79262048,,APARTMENT,
GUDJA,79422793,233000,MAISONETTE,
GUDJA,79447945,150500,HOUSE,
GUDJA,79451708,385000,HOUSE,
GUDJA,79470510,420000,APARTMENT,
GUDJA,79476637,235000,HOUSE,
GUDJA,79476637,249000,HOUSE,
GUDJA,79493537,250000,HOUSE,
GUDJA,79603782,,TOWNHOUSE,
GUDJA,79659777,145000,MAISONETTE,
GUDJA,79701900,230000,MAISONETTE,
GUDJA,79701900,235000,TOWNHOUSE,
GUDJA,79707879,335000,HOUSE,
GUDJA,79707879,75000,HOUSE,
GUDJA,79747722,85000,HOUSE,127
GUDJA,79747725,138000,APARTMENT,
GUDJA,79747725,175000,MAISONETTE,
GUDJA,79747737,233860,HOUSE,
GUDJA,79747737,249000,PENTHOUSE,
GUDJA,79747737,249800,PENTHOUSE,
GUDJA,79747737,255000,TOWNHOUSE,
GUDJA,79867766,335000,HOUSE,
GUDJA,79867766,385000,HOUSE,
GUDJA,79925513,104000,APARTMENT,
GUDJA,79925513,110000,APARTMENT,
GUDJA,79925513,14000,APARTMENT,
GUDJA,79925513,35000,APARTMENT,
GUDJA,79925513,55000,APARTMENT,
GUDJA,79925513,87500,APARTMENT,
GUDJA,79925513,88000,APARTMENT,
GUDJA,79925513,89000,APARTMENT,
GUDJA,79925513,90000,APARTMENT,
GUDJA,79925513,95000,APARTMENT,
GUDJA,79925513,,APARTMENT,
GUDJA,79936413,288000,HOUSE,
GUDJA,79936413,540000,BUNGALOW,1500
GUDJA,79936413,543000,BUNGALOW,200
GUDJA,79979920,97000,APARTMENT,
GUDJA,79979965,385000,TOWNHOUSE,80
GUDJA,79993272,120000,APARTMENT,
GUDJA,79993272,140000,MAISONETTE,140
GUDJA,79993272,155000,MAISONETTE,140
GUDJA,79993272,85000,APARTMENT,
GUDJA,79993279,85000,APARTMENT,
GUDJA,99049596,540000,BUNGALOW,2000
GUDJA,99049596,540000,FARMHOUSE,2000
GUDJA,99052126,330000,HOUSE,
GUDJA,99074654,160000,APARTMENT,
GUDJA,99212005,325000,APARTMENT,
GUDJA,99227431,350000,HOUSE,
GUDJA,99321039,349900,HOUSE,
GUDJA,99323741,115000,APARTMENT,
GUDJA,99406343,225000,HOUSE,
GUDJA,99406343,240000,HOUSE,
GUDJA,99407208,385000,HOUSE,
GUDJA,99422782,349000,HOUSE,115
GUDJA,99422782,385000,HOUSE,
GUDJA,99423034,185000,HOUSE,
GUDJA,99426371,234500,MAISONETTE,
GUDJA,99426479,273000,MAISONETTE,434
GUDJA,99435391,520000,LAND,
GUDJA,99446552,550000,FARMHOUSE,1900
GUDJA,99465184,385000,HOUSE,257
GUDJA,99471392,187500,MAISONETTE,
GUDJA,99473268,290000,TOWNHOUSE,
GUDJA,99473847,257000,MAISONETTE,425
GUDJA,99487331,299000,APARTMENT,1000
GUDJA,99487331,420000,APARTMENT,200
GUDJA,99491688,349000,HOUSE,115
GUDJA,99493147,349900,HOUSE,
GUDJA,99493147,349900,TOWNHOUSE,
GUDJA,99495041,198000,MAISONETTE,
GUDJA,99497468,295000,HOUSE,
GUDJA,99526889,420000,FARMHOUSE,
GUDJA,99715555,190000,PENTHOUSE,
GUDJA,99715555,276000,TOWNHOUSE,
GUDJA,99727242,135000,HOUSE,
GUDJA,99749965,220000,APARTMENT,220
GUDJA,99805238,203000,MAISONETTE,
GUDJA,99823676,450000,TOWNHOUSE,
